"token
",m1,m2,m3,m4c,m4,m5c,m5,mod_class_id,mod_class_name,mod_term,mod_ay,mod_sem,mod_module_code
8539_184,2,3,5,Good text 4,Concise,Bad text 11,NoWebCast,IE3110,Introduction to Signals and Communications,1120,11,2,4521
9771_15,4,5,4,Good text 4,Concise,Bad text 11,NoWebCast,GE1101E,General Physiology,1020,10,2,1262
10737_614,5,2,4,Good text 5,Projects,Bad text 11,NoWebCast,GEK1505,Introductory Materials Science And Engineering,740,7,4,2067
11996_37,4,5,1,Good text 5,Projects,Bad text 11,NoWebCast,EC2373,Anatomy and Physiology II,820,8,2,2132
12399_1182,2,1,1,Good text 5,Projects,Bad text 11,NoWebCast,AR1221,Combinatorics and Graphs I,1510,15,1,1663
12401_1681,4,5,5,Good text 5,Projects,Bad text 11,NoWebCast,NM1101E,Asking Questions,510,5,1,1398
14099_178,1,4,5,Good text 5,Projects,Bad text 11,NoWebCast,GE1101E,General Physiology,720,7,2,1090
14187_556,1,4,3,Good text 5,Projects,Bad text 11,NoWebCast,CN2121,Inorganic Chemistry 1,1120,11,2,1345
1469_470,2,1,4,Good text 5,Projects,Bad text 11,NoWebCast,CS1102C,Making of Modern Europe,1010,10,1,1543
15102_1039,4,1,1,Good text 5,Projects,Bad text 11,NoWebCast,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),1110,11,1,1658
15463_1062,1,1,1,Good text 5,Projects,Bad text 11,NoWebCast,IT1005,Basic Applied Mathematics for Sciences,710,7,1,1699
16210_1319,4,4,1,Good text 5,Projects,Bad text 11,NoWebCast,PC1431,NUS Data Protection & PDPA Guidelines,1620,16,2,1204
18332_631,2,3,5,Good text 5,Projects,Bad text 11,NoWebCast,EE2023,Strategic IT Applications,1710,17,1,1173
20562_6,1,5,3,Good text 5,Projects,Bad text 11,NoWebCast,MA3110,Microprocessor Systems,1520,15,2,1080
22081_1549,1,3,1,Good text 5,Projects,Bad text 11,NoWebCast,SC2101,Immunology,1520,15,2,1317
22394_1572,2,1,4,Good text 5,Projects,Bad text 11,NoWebCast,LSM1401,Data Structures and Algorithms I,1710,17,1,1053
2610_1537,2,2,1,Good text 5,Projects,Bad text 11,NoWebCast,GER1000,Programming Methodology,1410,14,1,1185
27108_753,1,2,3,Good text 5,Projects,Bad text 11,NoWebCast,CN3121,Industrial Practice,1640,16,4,1608
27451_12,2,1,2,Good text 5,Projects,Bad text 11,NoWebCast,ES1102,"Life, the Universe, and Everything",1420,14,2,1337
31428_877,2,3,4,Good text 5,Projects,Bad text 11,NoWebCast,EC3332,An Introduction to Literary Studies,1810,18,1,1029
32225_852,4,3,5,Good text 5,Projects,Bad text 11,NoWebCast,HY1101E,Microeconomic Analysis II,520,5,2,1895
32892_1501,1,1,1,Good text 5,Projects,Bad text 11,NoWebCast,CN3135,Simulation,1520,15,2,1061
32892_1501,3,3,3,Good text 5,Projects,Bad text 11,NoWebCast,CM1401,Business Analytics - Data & Decisions,1520,15,2,1353
352_643,1,1,4,Good text 5,Projects,Bad text 11,NoWebCast,LAB1201,Introduction to Japanese Studies,1030,10,3,1659
35281_1536,5,4,2,Good text 5,Projects,Bad text 11,NoWebCast,PR4106,Cities in Transition,1810,18,1,1078
35525_1133,4,1,2,Good text 5,Projects,Bad text 11,NoWebCast,NM1101E,Asking Questions,1610,16,1,1221
35866_732,1,1,5,Good text 5,Projects,Bad text 11,NoWebCast,LAJ2202,Mechanics of Materials,920,9,2,1108
36094_1701,4,1,4,Good text 5,Projects,Bad text 11,NoWebCast,EE2022,Research Methods,1720,17,2,1501
36925_1940,2,5,2,Good text 5,Projects,Bad text 11,NoWebCast,GER1000,Programming Methodology,1720,17,2,2491
37096_1874,4,5,2,Good text 5,Projects,Bad text 11,NoWebCast,ME2113,Money and Banking I,1320,13,2,1215
38347_32,3,2,3,Good text 5,Projects,Bad text 11,NoWebCast,LAJ2203,Physical Chemistry 2,1422,14,2.2,1849
3896_620,2,3,3,Good text 5,Projects,Bad text 11,NoWebCast,PC1432,Japanese 1,1710,17,1,1818
39071_1960,2,5,2,Good text 5,Projects,Bad text 11,NoWebCast,CN3124,Analytical Methods in Electrical and Computer Engineering,1420,14,2,1031
39421_423,5,4,3,Good text 5,Projects,Bad text 11,NoWebCast,CS1010,Developmental Psychology,920,9,2,1046
40512_818,3,1,1,Good text 5,Projects,Bad text 11,NoWebCast,MA3269,Introduction to Cultural Studies,1520,15,2,1083
40633_1937,3,1,3,Good text 5,Projects,Bad text 11,NoWebCast,LSM2251,Corporate Finance,1610,16,1,1221
41689_1196,1,3,4,Good text 5,Projects,Bad text 11,NoWebCast,ME2134,Engineering Thermodynamics,1130,11,3,1071
41689_1196,2,3,5,Good text 5,Projects,Bad text 11,NoWebCast,CFG1010,Engineering Professionalism,1130,11,3,1379
42068_1235,3,3,4,Good text 5,Projects,Bad text 11,NoWebCast,SSA1202,Engineering & Uncertainty Analyses,1420,14,2,1906
42133_1037,2,4,2,Good text 5,Projects,Bad text 11,NoWebCast,ME2143,Fundamental Pharmacology,1020,10,2,1476
42437_1268,5,5,4,Good text 5,Projects,Bad text 11,NoWebCast,MA1101R,Making Sense of Society,1720,17,2,1046
45666_1533,4,1,2,Good text 5,Projects,Bad text 11,NoWebCast,CM1502,Living with Mathematics,1020,10,2,1129
4591_333,2,3,1,Good text 5,Projects,Bad text 11,NoWebCast,CS2100,The Evolution of a Global City-State,1120,11,2,1745
46131_1917,5,3,1,Good text 5,Projects,Bad text 11,NoWebCast,ACC2002,Introduction to Economic Analysis,1730,17,3,1108
46230_931,1,2,4,Good text 5,Projects,Bad text 11,NoWebCast,PC1431,NUS Data Protection & PDPA Guidelines,1710,17,1,1354
47596_884,4,2,3,Good text 5,Projects,Bad text 11,NoWebCast,LAK1201,Engineering Mathematics I,1410,14,1,1467
48592_838,5,4,4,Good text 5,Projects,Bad text 11,NoWebCast,EC1301,Financial Accounting,1620,16,2,1362
48950_1103,2,2,3,Good text 5,Projects,Bad text 11,NoWebCast,ACC1002,B.Eng. Dissertation,1520,15,2,7239
5024_1195,3,3,1,Good text 5,Projects,Bad text 11,NoWebCast,EC1301,Financial Accounting,1420,14,2,1072
50385_795,1,1,4,Good text 5,Projects,Bad text 11,NoWebCast,GER1000,Programming Methodology,1420,14,2,1228
50806_1396,3,4,5,Good text 5,Projects,Bad text 11,NoWebCast,LC1004,Asia and the Modern World,1610,16,1,1132
50863_1213,5,5,2,Good text 5,Projects,Bad text 11,NoWebCast,CE2112,Sociology of Family,1210,12,1,1787
51567_1496,1,3,1,Good text 5,Projects,Bad text 11,NoWebCast,GER1000,Programming Methodology,1810,18,1,1578
51671_1811,1,3,3,Good text 5,Projects,Bad text 11,NoWebCast,MA2101,Darwin and Evolution,1520,15,2,1214
52037_49,2,2,1,Good text 5,Projects,Bad text 11,NoWebCast,LC1016,Fundamental Concepts of Mathematics,1010,10,1,3524
52177_982,2,2,3,Good text 5,Projects,Bad text 11,NoWebCast,CS1105,Human Anatomy and Physiology I,1810,18,1,15258
52441_983,5,2,5,Good text 5,Projects,Bad text 11,NoWebCast,SSB2216,Anatomy and Physiology I,1810,18,1,2209
53246_1365,5,5,1,Good text 5,Projects,Bad text 11,NoWebCast,CS2103,Chemical Engineering Thermodynamics,820,8,2,1012
53441_1713,5,4,3,Good text 5,Projects,Bad text 11,NoWebCast,CM1502,Living with Mathematics,720,7,2,1370
53449_1490,3,4,2,Good text 5,Projects,Bad text 11,NoWebCast,CS2102,Mechanics Of Machines,1110,11,1,1286
53711_1798,4,2,3,Good text 5,Projects,Bad text 11,NoWebCast,EC1101E,Changing Landscapes of Singapore,610,6,1,1088
54116_1440,4,4,5,Good text 5,Projects,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,1120,11,2,1299
54123_1457,3,5,3,Good text 5,Projects,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1810,18,1,8475
54440_996,1,3,5,Good text 5,Projects,Bad text 11,NoWebCast,PL2131,Molecular Genetics,930,9,3,1254
55421_394,5,5,3,Good text 5,Projects,Bad text 11,NoWebCast,GET1029,Stochastic Processes I,1220,12,2,1018
57371_1907,5,3,2,Good text 5,Projects,Bad text 11,NoWebCast,DSC1007,Process Modeling And Numerical Simulation,1320,13,2,1406
58915_1697,5,2,1,Good text 5,Projects,Bad text 11,NoWebCast,EG2401,Principles of Economics,1520,15,2,12673
6047_1725,2,2,2,Good text 5,Projects,Bad text 11,NoWebCast,BMA5001,Mathematical Finance I,620,6,2,1295
61255_685,5,5,4,Good text 5,Projects,Bad text 11,NoWebCast,CN2122,Chemical Engineering Principles,1610,16,1,15555
62321_267,4,2,5,Good text 5,Projects,Bad text 11,NoWebCast,ST3236,Research Methodology & Ethics,1720,17,2,1448
62587_607,4,1,4,Good text 5,Projects,Bad text 11,NoWebCast,PS2249,Signals,1420,14,2,1379
786_1153,5,5,5,Good text 5,Projects,Bad text 11,NoWebCast,CS1010E,Principles of Marketing,1710,17,1,1383
8134_1634,2,3,2,Good text 5,Projects,Bad text 11,NoWebCast,MA1101R,Making Sense of Society,1810,18,1,1074
8173_817,3,5,1,Good text 5,Projects,Bad text 11,NoWebCast,BSP1005,Physics IIE,1710,17,1,2621
9393_881,1,1,2,Good text 5,Projects,Bad text 11,NoWebCast,SSA2211,Geographical Journeys: Exploring World Environments,1310,13,1,1648
9841_728,3,3,1,Good text 5,Projects,Bad text 11,NoWebCast,ME2101,Forensic Science,1320,13,2,1762
10150_415,4,1,5,Good text 6,Creative,Bad text 11,NoWebCast,SSS1207,Physics in the Life Sciences,630,6,3,1666
11301_1829,1,4,1,Good text 6,Creative,Bad text 11,NoWebCast,ST1232,Microeconomic Analysis I,1520,15,2,1022
14219_58,1,3,3,Good text 6,Creative,Bad text 11,NoWebCast,NCC1001,Social Work: A Heart-Head-Hand Connection,910,9,1,1181
14304_327,2,4,1,Good text 6,Creative,Bad text 11,NoWebCast,JS1101E,Software Engineering,1410,14,1,1380
14487_446,3,5,3,Good text 6,Creative,Bad text 11,NoWebCast,ME3162,Data Structures and Algorithms,1520,15,2,1011
15466_741,1,4,4,Good text 6,Creative,Bad text 11,NoWebCast,GEK1527,Legal Environment Of Business,520,5,2,1604
1626_1375,3,3,5,Good text 6,Creative,Bad text 11,NoWebCast,IE2130,Quantitative Research Methods,1420,14,2,1006
16788_1670,4,2,4,Good text 6,Creative,Bad text 11,NoWebCast,LAJ2201,Managerial Accounting,1210,12,1,1072
18403_1509,3,3,4,Good text 6,Creative,Bad text 11,NoWebCast,ACC1002,B.Eng. Dissertation,1440,14,4,1686
19562_1821,3,1,2,Good text 6,Creative,Bad text 11,NoWebCast,EC3361,Thai 1,1640,16,4,1022
19796_1737,1,4,3,Good text 6,Creative,Bad text 11,NoWebCast,ME2101,Forensic Science,1510,15,1,1059
20710_84,5,3,5,Good text 6,Creative,Bad text 11,NoWebCast,LC2009,Inorganic Chemistry 2,820,8,2,1037
2144_1693,1,2,4,Good text 6,Creative,Bad text 11,NoWebCast,SN1101E,Government and Politics of Singapore,1720,17,2,5121
22486_551,2,3,1,Good text 6,Creative,Bad text 11,NoWebCast,SSA2202,Japanese 2,910,9,1,1464
22584_1733,2,5,2,Good text 6,Creative,Bad text 11,NoWebCast,ACC1006,Personal Development & Career Management,1320,13,2,5941
24095_1763,1,4,5,Good text 6,Creative,Bad text 11,NoWebCast,GEK1505,Introductory Materials Science And Engineering,1130,11,3,1007
25023_331,2,4,5,Good text 6,Creative,Bad text 11,NoWebCast,MKT1003,Management And Organisation,1520,15,2,1233
25886_60,4,1,3,Good text 6,Creative,Bad text 11,NoWebCast,LAJ2201,Managerial Accounting,1320,13,2,1275
26208_1410,2,4,4,Good text 6,Creative,Bad text 11,NoWebCast,ES2002,Fluid Mechanics I,1320,13,2,1129
27816_1219,4,5,4,Good text 6,Creative,Bad text 11,NoWebCast,ST1131,Calculus,910,9,1,1106
27899_560,1,2,2,Good text 6,Creative,Bad text 11,NoWebCast,EE6999,The Biophysical Environment of Singapore,910,9,1,9957
27990_1729,5,4,4,Good text 6,Creative,Bad text 11,NoWebCast,CS2105,Research and Statistical Methods I,1720,17,2,1556
28254_1840,5,4,1,Good text 6,Creative,Bad text 11,NoWebCast,SC1101E,Physics IE,1620,16,2,5729
29267_944,2,5,5,Good text 6,Creative,Bad text 11,NoWebCast,MA1104,Numerical Analysis I,820,8,2,1257
31268_671,4,4,5,Good text 6,Creative,Bad text 11,NoWebCast,ST1232,Microeconomic Analysis I,1110,11,1,1147
3139_373,4,5,2,Good text 6,Creative,Bad text 11,NoWebCast,IS1105,Visualisation in Design and Technology,1420,14,2,1304
31810_1299,1,2,1,Good text 6,Creative,Bad text 11,NoWebCast,CM1131,Malay 1,1520,15,2,1005
31961_1925,1,1,1,Good text 6,Creative,Bad text 11,NoWebCast,GEK1521,Professional Communication,1210,12,1,1033
32938_1192,5,4,2,Good text 6,Creative,Bad text 11,NoWebCast,EG2401,Principles of Economics,1520,15,2,15559
33933_1144,1,5,2,Good text 6,Creative,Bad text 11,NoWebCast,GEK1006,Pro Bono Service,520,5,2,1548
3549_1061,2,1,5,Good text 6,Creative,Bad text 11,NoWebCast,CM1111,Design Project,1610,16,1,1882
36500_1284,2,5,3,Good text 6,Creative,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,1010,10,1,1073
387_712,3,3,3,Good text 6,Creative,Bad text 11,NoWebCast,BSP2005,Introduction to Statistics,1020,10,2,1344
38786_382,4,1,2,Good text 6,Creative,Bad text 11,NoWebCast,MA1505,Quantitative Reasoning,1020,10,2,1064
40678_1987,5,1,4,Good text 6,Creative,Bad text 11,NoWebCast,SSA2204,Fundamentals of Biochemistry,1810,18,1,1354
41170_906,5,3,2,Good text 6,Creative,Bad text 11,NoWebCast,LAC1201,Social Psychology,1720,17,2,1704
41791_756,2,3,2,Good text 6,Creative,Bad text 11,NoWebCast,EG1112,"Samurai, Geisha, Yakuza as Self or Other",1320,13,2,1037
43577_459,5,1,1,Good text 6,Creative,Bad text 11,NoWebCast,CFG1010,Engineering Professionalism,910,9,1,1910
43923_501,3,3,1,Good text 6,Creative,Bad text 11,NoWebCast,SN1101E,Government and Politics of Singapore,1510,15,1,1066
44501_86,2,4,1,Good text 6,Creative,Bad text 11,NoWebCast,SW1101E,Macro And International Economics,1020,10,2,1215
45013_805,2,1,2,Good text 6,Creative,Bad text 11,NoWebCast,AY1130,Fundamental Techniques in Microbiology,1310,13,1,1818
45682_734,4,5,4,Good text 6,Creative,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,310,3,1,1106
46630_396,1,2,5,Good text 6,Creative,Bad text 11,NoWebCast,GEK1505,Introductory Materials Science And Engineering,720,7,2,1064
46966_1233,1,2,1,Good text 6,Creative,Bad text 11,NoWebCast,CS1102C,Making of Modern Europe,1310,13,1,1103
48194_239,1,4,4,Good text 6,Creative,Bad text 11,NoWebCast,CS2105,Research and Statistical Methods I,1410,14,1,1217
49690_166,3,1,4,Good text 6,Creative,Bad text 11,NoWebCast,EC1301,Financial Accounting,940,9,4,1221
4975_1340,3,5,5,Good text 6,Creative,Bad text 11,NoWebCast,ST1232,Microeconomic Analysis I,1810,18,1,1722
50822_67,5,2,5,Good text 6,Creative,Bad text 11,NoWebCast,GEQ1000,Operations Management,620,6,2,1304
53225_608,2,4,5,Good text 6,Creative,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,1420,14,2,2868
53441_1713,2,3,2,Good text 6,Creative,Bad text 11,NoWebCast,MNO1001,Finance,720,7,2,1017
55027_1297,5,1,2,Good text 6,Creative,Bad text 11,NoWebCast,PH1101E,German 2,1620,16,2,12337
55742_5,5,1,3,Good text 6,Creative,Bad text 11,NoWebCast,CN4122,Industrial Organisation I,1220,12,2,1828
56130_98,4,1,2,Good text 6,Creative,Bad text 11,NoWebCast,ST3236,Research Methodology & Ethics,820,8,2,1228
56999_1089,3,5,3,Good text 6,Creative,Bad text 11,NoWebCast,PR4106,Cities in Transition,1310,13,1,1800
57221_1614,2,5,3,Good text 6,Creative,Bad text 11,NoWebCast,EL1101E,General Biology,720,7,2,1109
58295_1506,4,4,3,Good text 6,Creative,Bad text 11,NoWebCast,BSP2005,Introduction to Statistics,1420,14,2,1905
59005_949,4,3,5,Good text 6,Creative,Bad text 11,NoWebCast,PF1103,Industrial and Organisational Psychology,620,6,2,1142
59590_462,4,5,5,Good text 6,Creative,Bad text 11,NoWebCast,DP1001,Mathematics I,1110,11,1,1547
60389_249,5,3,2,Good text 6,Creative,Bad text 11,NoWebCast,SC2214,GRADUATE RESEARCH SEMINAR,1430,14,3,1290
60691_930,3,2,5,Good text 6,Creative,Bad text 11,NoWebCast,GE1101E,General Physiology,1610,16,1,1041
61257_77,2,5,4,Good text 6,Creative,Bad text 11,NoWebCast,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,1520,15,2,1718
62209_1040,1,2,5,Good text 6,Creative,Bad text 11,NoWebCast,CS1101C,Business Communication for Leaders (BBA),710,7,1,2892
62300_1541,4,1,5,Good text 6,Creative,Bad text 11,NoWebCast,GEK1055,Principles of Modern Chemistry,1410,14,1,1305
62610_1539,5,2,4,Good text 6,Creative,Bad text 11,NoWebCast,EC1301,Financial Accounting,610,6,1,1091
6568_204,5,2,4,Good text 6,Creative,Bad text 11,NoWebCast,CS2100,The Evolution of a Global City-State,1410,14,1,1424
7363_1651,4,4,5,Good text 6,Creative,Bad text 11,NoWebCast,EC2102,Understanding the Universe,1020,10,2,15257
7857_1556,1,2,4,Good text 6,Creative,Bad text 11,NoWebCast,ACC1701,Entrepreneurial Marketing,1420,14,2,1379
8010_575,2,2,3,Good text 6,Creative,Bad text 11,NoWebCast,EC1101E,Changing Landscapes of Singapore,1120,11,2,1032
8134_1634,2,5,2,Good text 6,Creative,Bad text 11,NoWebCast,PR4104,Dynamics of Interpersonal Effectiveness,1810,18,1,1543
823_73,1,4,4,Good text 6,Creative,Bad text 11,NoWebCast,PS1101E,StepUp Module (A Career Development Programme),1210,12,1,1090
8424_1142,3,5,3,Good text 6,Creative,Bad text 11,NoWebCast,NUR2116,History and Theory of Southeast Asia Architecture,720,7,2,1119
9640_770,5,2,2,Good text 6,Creative,Bad text 11,NoWebCast,DSC2008,Natural Heritage of Singapore,910,9,1,1696
9818_1334,2,5,2,Good text 6,Creative,Bad text 11,NoWebCast,CS1010E,Principles of Marketing,1510,15,1,1095
10013_789,4,1,2,Good text 7,TAs,Bad text 11,NoWebCast,EC2101,The Nature of Language,1110,11,1,1084
11434_686,3,2,2,Good text 7,TAs,Bad text 11,NoWebCast,ES1102,"Life, the Universe, and Everything",1420,14,2,1548
1153_759,5,4,5,Good text 7,TAs,Bad text 11,NoWebCast,ST1131,Calculus,1710,17,1,1281
1209_749,4,5,5,Good text 7,TAs,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1720,17,2,1129
12286_1167,4,5,5,Good text 7,TAs,Bad text 11,NoWebCast,SW1101E,Macro And International Economics,510,5,1,1098
12286_1167,4,4,1,Good text 7,TAs,Bad text 11,NoWebCast,SSA1201,Macroeconomic Analysis I,510,5,1,15558
13871_705,2,3,5,Good text 7,TAs,Bad text 11,NoWebCast,NM3217,Infrastructure & The Environment,810,8,1,1148
14045_1485,2,2,1,Good text 7,TAs,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1310,13,1,1152
14343_412,2,2,5,Good text 7,TAs,Bad text 11,NoWebCast,BSP1005,Physics IIE,1410,14,1,1058
1463_105,2,2,3,Good text 7,TAs,Bad text 11,NoWebCast,MA1505,Quantitative Reasoning,720,7,2,1800
14951_1931,1,5,5,Good text 7,TAs,Bad text 11,NoWebCast,LAC2201,Reading Visual Images,810,8,1,13784
15239_1867,1,1,4,Good text 7,TAs,Bad text 11,NoWebCast,NUR3113,Economy of Modern China I,1020,10,2,1512
16076_1854,4,5,3,Good text 7,TAs,Bad text 11,NoWebCast,DP1001,Mathematics I,1020,10,2,1031
16681_974,3,4,3,Good text 7,TAs,Bad text 11,NoWebCast,LSM1301,Introduction to Psychology,1630,16,3,1060
17119_988,3,5,1,Good text 7,TAs,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1810,18,1,1818
18700_724,4,5,5,Good text 7,TAs,Bad text 11,NoWebCast,GEQ1000,Operations Management,740,7,4,1393
19651_280,4,2,5,Good text 7,TAs,Bad text 11,NoWebCast,LC1004,Asia and the Modern World,1710,17,1,1268
19939_348,3,4,5,Good text 7,TAs,Bad text 11,NoWebCast,PC1221,Regression Analysis,1340,13,4,1912
20237_1948,5,1,3,Good text 7,TAs,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,1710,17,1,15558
20840_1379,2,3,5,Good text 7,TAs,Bad text 11,NoWebCast,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,910,9,1,5189
21205_1695,2,1,1,Good text 7,TAs,Bad text 11,NoWebCast,PS1101E,StepUp Module (A Career Development Programme),1610,16,1,1133
21862_1093,4,3,3,Good text 7,TAs,Bad text 11,NoWebCast,SSA2202,Japanese 2,1720,17,2,1038
22982_561,3,2,5,Good text 7,TAs,Bad text 11,NoWebCast,CM2142,Heat & Mass Transfer,1710,17,1,1906
2313_1027,3,3,4,Good text 7,TAs,Bad text 11,NoWebCast,LAB2201,B. Eng. Dissertation,1610,16,1,1106
23766_849,1,1,3,Good text 7,TAs,Bad text 11,NoWebCast,CM2142,Heat & Mass Transfer,1220,12,2,1056
24198_794,2,3,1,Good text 7,TAs,Bad text 11,NoWebCast,LSM3214,Singapore and Japan: Historical and Contemporary Relationships,1520,15,2,1065
24234_688,5,3,4,Good text 7,TAs,Bad text 11,NoWebCast,ACC2002,Introduction to Economic Analysis,1420,14,2,1978
24421_567,3,1,3,Good text 7,TAs,Bad text 11,NoWebCast,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),1710,17,1,1212
25437_1579,3,3,3,Good text 7,TAs,Bad text 11,NoWebCast,GEM2901,Heat Transfer,1420,14,2,9957
2552_1980,1,2,4,Good text 7,TAs,Bad text 11,NoWebCast,CS1020,English for Academic Purposes,1220,12,2,8475
27371_1929,2,4,5,Good text 7,TAs,Bad text 11,NoWebCast,EC3371,English For Academic Purposes (Engg),1040,10,4,1531
28047_808,4,1,1,Good text 7,TAs,Bad text 11,NoWebCast,LSM4199,Fluid-Solid Systems,910,9,1,1034
28426_140,5,1,4,Good text 7,TAs,Bad text 11,NoWebCast,LSM3232,Exploring Science Communication through Popular Science,1420,14,2,1482
28906_1347,5,1,2,Good text 7,TAs,Bad text 11,NoWebCast,PS1101E,StepUp Module (A Career Development Programme),1510,15,1,1083
29979_1294,4,4,2,Good text 7,TAs,Bad text 11,NoWebCast,ST2137,Sociology of Deviance,1420,14,2,1008
30838_1094,1,3,5,Good text 7,TAs,Bad text 11,NoWebCast,MKT1003,Management And Organisation,1520,15,2,1668
31074_1096,4,1,1,Good text 7,TAs,Bad text 11,NoWebCast,MA1101R,Making Sense of Society,1710,17,1,1697
31464_812,5,2,3,Good text 7,TAs,Bad text 11,NoWebCast,CN3108,"Malays - Tradition, Conflict and Change",1620,16,2,15258
31755_675,4,5,1,Good text 7,TAs,Bad text 11,NoWebCast,EE2004,Experiments in Chemistry 1,1320,13,2,1375
32020_807,2,2,5,Good text 7,TAs,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,620,6,2,1030
32333_116,4,5,5,Good text 7,TAs,Bad text 11,NoWebCast,CN2116,Chinese 1,1010,10,1,1357
32397_1137,2,5,4,Good text 7,TAs,Bad text 11,NoWebCast,DP1001,Mathematics I,1810,18,1,1114
